Reactants,Products
COC(=O)c1cc([N+](=O)[O-])cc2c1OCCCN2C=O,COC(=O)c1cc([N+](=O)[O-])cc2c1OCCCN2
CNc1cccc(CCOc2ccc3c(c2)CN(CCc2ccccc2)C(=O)[C@H](CC(=O)OC)C3)n1,CNc1cccc(CCOc2ccc3c(c2)CN(CCc2ccccc2)C(=O)[C@H](CC(=O)O)C3)n1
CC(=O)Nc1cccc2ccc(C)nc12,CC(=O)NC1CCCc2ccc(C)nc21
CCOC(=O)N1CCN(C(=O)C(CCC(=O)O)NC(=O)c2cc(OC3(C(=O)OCC)CCC3)c3ccc(C)cc3n2)CC1,CCOC(=O)N1CCN(C(=O)C(CCC(=O)O)NC(=O)c2cc(OC3(C(=O)O)CCC3)c3ccc(C)cc3n2)CC1
CCOC(=O)N1CCN(C(=O)C(Cc2ccccc2C(=O)OC)NC(=O)c2cc(OC)c3ccccc3n2)CC1,CCOC(=O)N1CCN(C(=O)C(Cc2ccccc2C(=O)O)NC(=O)c2cc(OC)c3ccccc3n2)CC1
CCOC(=O)N1CCN(C(=O)C(CCC(=O)OCC(=O)OC(C)(C)C)NC(=O)c2cc(OCC(=O)OC(C)(C)C)c3ccccc3n2)CC1,CCOC(=O)N1CCN(C(=O)C(CCC(=O)OCC(=O)O)NC(=O)c2cc(OCC(=O)O)c3ccccc3n2)CC1
CCOC(=O)N1CCN(C(=O)C(CCC(=O)OC(C)(C)C)NC(=O)c2cc(C(=O)NC(CCC(=O)OC(C)(C)C)C(=O)OC)c3ccccc3n2)CC1,CCOC(=O)N1CCN(C(=O)C(CCC(=O)OC(C)(C)C)NC(=O)c2cc(C(=O)NC(CCC(=O)OC(C)(C)C)C(=O)O)c3ccccc3n2)CC1
CCOC(=O)N1CCN(C(=O)C(CCC(=O)OC(C)(C)C)NC(=O)c2cc(C(=O)NC(CCC(=O)OC(C)(C)C)C(=O)OC)c3ccccc3n2)CC1,CCOC(=O)N1CCN(C(=O)C(CCC(=O)O)NC(=O)c2cc(C(=O)NC(CCC(=O)O)C(=O)OC)c3ccccc3n2)CC1
CCOC(OCC)[C@H](CC(=O)OC(C)(C)C)NS(=O)(=O)c1ccc(NC(C)=O)cc1O.C[C@H](O)Cn1ncc2ccccc21,CCOC(OCC)[C@H](CC(=O)OC(C)(C)C)NS(=O)(=O)c1ccc(NC(C)=O)cc1O[C@H](C)Cn1ncc2ccccc21
CCOC(=O)CCCCCO,CCOC(=O)CCCCC=O
CC(=O)Nc1cccc(CO)c1,CC(=O)Nc1cccc(C=O)c1
CC(C)CCn1c(Cn2nnc3ccc(C(=N)NO)cc32)nc2cc(C(=N)NO)ccc21,CC(C)CCn1c(Cn2nnc3ccc(C(=N)N)cc32)nc2cc(C(=N)N)ccc21
CC(C)CCn1c(Cn2c(=O)n(C3CC3)c(=O)c3ccccc32)nc2cc(CNC(=O)OC(C)(C)C)ccc21,CC(C)CCn1c(Cn2c(=O)n(C3CC3)c(=O)c3ccccc32)nc2cc(CN)ccc21
COC(=O)C(Cc1ccc(OCCn2c(=O)sc3ccccc32)cc1)C(=O)OC,COC(=O)C(Cc1ccc(OCCn2c(=O)sc3ccccc32)cc1)C(=O)O
CSc1ccc(C(Cc2cccc(-c3cc(C(C)(C)S(C)(=O)=O)cc4cccnc34)c2)C(O)c2ccccc2)cc1,CSc1ccc(C(Cc2cccc(-c3cc(C(C)(C)S(C)(=O)=O)cc4cccnc34)c2)C(=O)c2ccccc2)cc1
CCCCCCCCCCCCCCCCCC(CCC(=O)OC)(CCC(=O)OC)[N+](=O)[O-],CCCCCCCCCCCCCCCCCC(CCC(=O)O)(CCC(=O)O)[N+](=O)[O-]
Cc1cc(Nc2ncnc3cnc(N4CC5C(C4)C5NC(=O)OC(C)(C)C)cc23)ccc1Oc1cccnc1,Cc1cc(Nc2ncnc3cnc(N4CC5C(N)C5C4)cc23)ccc1Oc1cccnc1
CCCCCCCC(=O)N(C)Cc1ccc(OCc2ccccc2)c(-c2ccc(C=C3SC(=O)NC3=O)cc2)c1,CCCCCCCC(=O)N(C)Cc1ccc(OCc2ccccc2)c(-c2ccc(CC3SC(=O)NC3=O)cc2)c1
CC(C)(C)OC(=O)NC1(C(N)=O)CC1,CC(C)(C)OC(=O)NC1(C#N)CC1
CCCCOCCOc1ccc(-c2ccc3c(c2)C=C(C(=O)OC)CCN3Cc2nccs2)cc1,CCCCOCCOc1ccc(-c2ccc3c(c2)C=C(C(=O)O)CCN3Cc2nccs2)cc1
CCCCOCCOc1ccc(-c2ccc3c(c2)C=C(C(=O)OC)CCN3Cc2csc(C)n2)cc1,CCCCOCCOc1ccc(-c2ccc3c(c2)C=C(C(=O)O)CCN3Cc2csc(C)n2)cc1
CCCCOCCOc1ccc(-c2ccc3c(c2)C=C(C(=O)OC)CCN3Cc2cnn(CC)c2)cc1,CCCCOCCOc1ccc(-c2ccc3c(c2)C=C(C(=O)O)CCN3Cc2cnn(CC)c2)cc1
CC(=O)N1C=C(c2ccccc2)N(CC(=O)N[C@@H](Cc2ccccc2)C(=O)O)C(=O)C1C(C)C.O=[N+]([O-])c1ccc(O)cc1,CC(=O)N1C=C(c2ccccc2)N(CC(=O)N[C@@H](Cc2ccccc2)C(=O)Oc2ccc([N+](=O)[O-])cc2)C(=O)C1C(C)C
O=C(O)c1cccnc1O,O=c1[nH]cccc1CO
CC(C)(C)OC(=O)CN1C(=O)C(NC2CC(c3ccccc3)OC2=O)CCc2ccccc21,CC(C)(C)OC(=O)CN1C(=O)C(NC(CCc2ccccc2)C(=O)O)CCc2ccccc21
CCCCCCC(C(C)=O)C(=O)OC,CCCCCCC(C(C)=O)C(=O)O
C=CCOC(=O)c1ccc(SC[C@H](NC(=O)OC(C)(C)C)C(=O)OC)c(N)c1,C=CCOC(=O)c1ccc(SC[C@H](NC(=O)OC(C)(C)C)C(=O)O)c(N)c1
CC(C)C[C@H](Nc1conc1-c1ccc(N2CCN(C(=O)OC(C)(C)C)CC2)cc1)C(=O)NCC#N,CC(C)C[C@H](Nc1conc1-c1ccc(N2CCNCC2)cc1)C(=O)NCC#N
Cc1cc(C)c(Nc2nc(C)ccc2S(=O)(=O)c2ccc(C(O)c3ccccc3)cc2)c(C)c1,Cc1cc(C)c(Nc2nc(C)ccc2S(=O)(=O)c2ccc(C(=O)c3ccccc3)cc2)c(C)c1
CCCCOc1c(CNC(=O)OC(C)(C)C)n(CC(C)C)c(=O)c2ccc(OCc3ccccc3)cc12,CCCCOc1c(CNC(=O)OC(C)(C)C)n(CC(C)C)c(=O)c2ccc(O)cc12
CC(C)Cn1c(CNC(=O)OC(C)(C)C)c(-c2cccs2)c2cc(OCc3ccccc3)ccc2c1=O,CC(C)Cn1c(CNC(=O)OC(C)(C)C)c(-c2cccs2)c2cc(O)ccc2c1=O
Cn1c(NC[C@@H](N)Cc2ccccc2)nc(-c2ccncc2)c(N2Cc3ccccc3C2=O)c1=O,Cn1c(NC[C@@H](N)CC2CCCCC2)nc(-c2ccncc2)c(N2Cc3ccccc3C2=O)c1=O
Cc1cc(C)c(S(=O)(=O)N(Cc2cccc(OC3CCCCO3)c2)c2ccc(OCc3ccccc3)cc2)c(C)c1,Cc1cc(C)c(S(=O)(=O)N(Cc2cccc(OC3CCCCO3)c2)c2ccc(O)cc2)c(C)c1
OC1(c2ccccc2-c2ccccc2-c2ccccc2)c2ccccc2C(O)(c2ccccc2-c2ccccc2-c2ccccc2)c2ccccc21,c1ccc(-c2ccccc2-c2ccccc2-c2c3ccccc3c(-c3ccccc3-c3ccccc3-c3ccccc3)c3ccccc23)cc1
OC1(c2cccc(-c3cc4ccccc4c4ccccc34)c2)c2ccccc2C(O)(c2cccc(-c3cc4ccccc4c4ccccc34)c2)c2ccccc21,c1cc(-c2c3ccccc3c(-c3cccc(-c4cc5ccccc5c5ccccc45)c3)c3ccccc23)cc(-c2cc3ccccc3c3ccccc23)c1
C[C@@H](C(=O)O)N(C(=O)OC(C)(C)C)c1ccccc1C#N,C[C@@H](C(=O)O)N(C(=O)OC(C)(C)C)c1ccccc1CN
C=CC(C)(C)c1nc[nH]c1CO,C=CC(C)(C)c1nc[nH]c1C=O
CC(C)C[C@H](CO)Nc1nc(SCc2ccccc2)nc2nc(NC3CCN(C(=O)OC(C)(C)C)CC3)sc12,CC(C)C[C@H](CO)Nc1nc(SCc2ccccc2)nc2nc(NC3CCNCC3)sc12
CC(C)C[C@H](NC(=O)c1cc2ncccc2o1)C(=O)N[C@H]1CC[C@@H](C)N(S(=O)(=O)c2ccccn2)C[C@@H]1O,CC(C)C[C@H](NC(=O)c1cc2ncccc2o1)C(=O)N[C@H]1CC[C@@H](C)N(S(=O)(=O)c2ccccn2)CC1=O
COc1cc2c(Nc3ccc4[nH]ccc4c3)ncnc2cc1OCc1ccccc1,COc1cc2c(Nc3ccc4[nH]ccc4c3)ncnc2cc1O
COC(=O)CCCCN(CCc1ccccc1OCc1ccc(/C=C/c2ccccc2)cc1)Cc1ccc(C(=O)OC)cc1,COC(=O)CCCCN(CCc1ccccc1OCc1ccc(CCc2ccccc2)cc1)Cc1ccc(C(=O)OC)cc1
COC(=O)C(CN1C(=O)c2ccc(C(C)(C)C)cc2C1=O)C1(C)OCCO1,COC(=O)C(CN1C(=O)c2ccc(C(C)(C)C)cc2C1=O)C(C)=O
O=C1NC(=O)c2c1c(-c1ccccc1)cc1[nH]c3ccc(OP(=O)(OCc4ccccc4)OCc4ccccc4)cc3c21,O=C1NC(=O)c2c1c(-c1ccccc1)cc1[nH]c3ccc(OP(=O)(O)O)cc3c21
CCOC(=O)CC(C)(c1ccccc1)c1ccc2c(c1)OCC(=O)N2CCCN(C(=O)OCc1ccccc1)c1cccc[n+]1[O-],CCOC(=O)CC(C)(c1ccccc1)c1ccc2c(c1)OCC(=O)N2CCCNc1ccccn1
CC(C)(C)OC(=O)c1c(OCc2ccccc2)sc2c1C(N=C=O)C(CN1C(=O)c3ccccc3C1=O)NC2,CC(C)(C)OC(=O)c1c(OCc2ccccc2)sc2c1C(N=C=O)C(CN)NC2
CCc1cc2c(N3CCN(C(=O)OC(C)(C)C)CC3)nc(C(N)=O)nc2s1,CCc1cc2c(N3CCN(C(=O)OC(C)(C)C)CC3)nc(C#N)nc2s1
COC(=O)c1cc(Cc2c(C)c(OC)c(OC)c(OC)c2OC)ccc1-c1ccccc1OC,COc1ccccc1-c1ccc(Cc2c(C)c(OC)c(OC)c(OC)c2OC)cc1C(=O)O
CCCCn1c(=O)n(Cc2ccccc2)c(=O)c2[nH]c(Cc3ccc(NC(=O)OC(C)(C)C)cc3)nc21,CCCCn1c(=O)n(Cc2ccccc2)c(=O)c2[nH]c(Cc3ccc(N)cc3)nc21
Cc1ccc(S(=O)(=O)NC(=N)NCCC[C@H](NC(=O)[C@H](C)NC(=O)OC(C)(C)C)C(=O)N2CCC[C@H]2C(=O)OCc2ccccc2)cc1,Cc1ccc(S(=O)(=O)NC(=N)NCCC[C@H](NC(=O)[C@H](C)NC(=O)OC(C)(C)C)C(=O)N2CCC[C@H]2C(=O)O)cc1
Oc1ccc2cccnc2c1,Oc1ccc2c(c1)NCCC2
CCOCc1nc2cnc3cc(OCc4ccccc4)ccc3c2n1NC(=O)OC(C)(C)C,CCOCc1nc2cnc3cc(OCc4ccccc4)ccc3c2n1N
CCOCc1nc2cnc3cc(OCc4ccccc4)ccc3c2n1N=C(C)C,CCOCc1nc2cnc3cc(OCc4ccccc4)ccc3c2n1NC(C)C
Cc1cc(C)c2c(c1)N(C(=O)CN1C(=O)[C@@H](Cc3n[nH]c4ccccc34)C(=O)N(c3ccccc3)c3ccccc31)CCCC2,Cc1cc(C)c2c(c1)N(C(=O)CN1C(=O)[C@@H](Cc3n[nH]c4c3CCCC4)C(=O)N(c3ccccc3)c3ccccc31)CCCC2
CCNc1nc(Nc2ccc(OCCN(CC)CC)cc2)ncc1[N+](=O)[O-],CCNc1nc(Nc2ccc(OCCN(CC)CC)cc2)ncc1N
C[C@@H](c1ccccc1)N1[C@H]2CC[C@H](C2)[C@@H]1C(=O)O.NO,C[C@@H](c1ccccc1)N1[C@H]2CC[C@H](C2)[C@@H]1C(=O)NO
Cn1ccnc1CN(Cc1ccc(S(=O)(=O)NCCCCNC(=O)OC(C)(C)C)cc1)Cc1ncc[nH]1,Cn1ccnc1CN(Cc1ccc(S(=O)(=O)NCCCCN)cc1)Cc1ncc[nH]1
CCCN(CCC)C(=O)c1cc(C(=O)OC)cc(-c2cccc3cccnc23)c1,CCCN(CCC)C(=O)c1cc(C(=O)O)cc(-c2cccc3cccnc23)c1
COC[C@H]1CCCN1Cc1cc(C)cc(C(=O)OC)c1,COC[C@H]1CCCN1Cc1cc(C)cc(C(=O)O)c1
COC(=O)CCCCCCN1C(=O)CCC[C@@H]1CO,COC(=O)CCCCCCN1C(=O)CCC[C@@H]1C=O
CCCCCCCC=O.[NH3+]O,CCCCCCCC=NO
Cc1ccc(C2CCCCC2O)cc1,Cc1ccc(C2CCCCC2=O)cc1
COC(=O)C(Cc1ccc(OCCOc2ccc3c(c2)CCCC3)cc1)C(=O)OC,COC(=O)C(Cc1ccc(OCCOc2ccc3c(c2)CCCC3)cc1)C(=O)O
Cn1cc(C(=O)CCCCc2ccccc2)cc1CC[C@]1(C)COC(=O)N1,Cn1cc(C(=O)CCCCc2ccccc2)cc1CC[C@@](C)(N)CO
CC(C)c1ccc(COC(=O)N2CCCC(c3cccc(OC(C)(C)C(=O)OCc4ccccc4)c3)C2)cc1,CC(C)c1ccc(COC(=O)N2CCCC(c3cccc(OC(C)(C)C(=O)O)c3)C2)cc1
COc1cc(-c2csc3c(-c4ccsc4C=O)cnc(N)c23)ccc1NC(=O)c1cc2ccccc2n1C,COc1cc(-c2csc3c(-c4ccsc4CO)cnc(N)c23)ccc1NC(=O)c1cc2ccccc2n1C
COC(=O)C1CCc2c(OCc3ccccc3)cccc2C1=O,COC(=O)C1CCc2c(OCc3ccccc3)cccc2C1O
COc1ccc(N2CCN(c3c(C)c(C)c4c(c3C)C(O)(c3ccc5ccccc5c3)C(C)(C)O4)CC2)cc1,COc1ccc(N2CCN(c3c(C)c(C)c4c(c3C)C(c3ccc5ccccc5c3)C(C)(C)O4)CC2)cc1
COc1ccc(N2CCN(c3c(C)c(C)c4c(c3C)C(O)(c3cccc(C)c3)C(C)(C)O4)CC2)cc1,COc1ccc(N2CCN(c3c(C)c(C)c4c(c3C)C(c3cccc(C)c3)C(C)(C)O4)CC2)cc1
COc1ccc(N2CCN(c3c(C)c(C4OCCO4)c4c(c3C)C(c3ccc(C)cc3)C(C)(C)O4)CC2)cc1,COc1ccc(N2CCN(c3c(C)c(C=O)c4c(c3C)C(c3ccc(C)cc3)C(C)(C)O4)CC2)cc1
CNS(=O)(=O)c1ccc(OC2CCCC2)c(C(=O)OC)c1,CNS(=O)(=O)c1ccc(OC2CCCC2)c(C(=O)O)c1
CC(C)Oc1ccc(S(C)(=O)=O)cc1C(=O)O.O=[N+]([O-])c1ccccc1-c1csc(N2CCNCC2)n1,CC(C)Oc1ccc(S(C)(=O)=O)cc1C(=O)N1CCN(c2nc(-c3ccccc3[N+](=O)[O-])cs2)CC1
CC(=O)c1c(OCc2ccccc2)ccc(Oc2c(C)cc([N+](=O)[O-])c3c2CCC3)c1OCc1ccccc1,CC(=O)c1c(OCc2ccccc2)ccc(Oc2c(C)cc([N+](=O)[O-])c3c2CCC3)c1O
COC(=O)c1nc(C2(C)CN(C(=O)OC(C)(C)C)CCN2C(=O)OCc2ccccc2)nc(O)c1OC(=O)c1ccccc1,COC(=O)c1nc(C2(C)CN(C(=O)OC(C)(C)C)CCN2)nc(O)c1OC(=O)c1ccccc1
Cc1sc(-c2ccccc2)nc1CCOc1ccc2ccn(CC(=O)OC(C)(C)C)c2c1,Cc1sc(-c2ccccc2)nc1CCOc1ccc2ccn(CC(=O)O)c2c1
CCCc1oc(-c2ccccc2)nc1COc1ccc(COc2ccccc2CC(=O)OC)cc1,CCCc1oc(-c2ccccc2)nc1COc1ccc(COc2ccccc2CC(=O)O)cc1
C#Cc1cn([C@@H]2O[C@H](CO)[C@@H](O)[C@@]2(C)O)c2ncnc(N)c12,C=Cc1cn([C@@H]2O[C@H](CO)[C@@H](O)[C@@]2(C)O)c2ncnc(N)c12
O=c1ncn2c3ccccc3c(=O)c3cccc1c32,O=C1NCn2c3ccccc3c(=O)c3cccc1c32
COC(=O)c1cc(SC(=O)N(C)C)cc(C(=O)OC)c1,COC(=O)c1cc(SC(=O)N(C)C)cc(C(=O)O)c1
CC(C)(C)OC(=O)NC(Cc1cn(C(c2ccccc2)(c2ccccc2)c2ccccc2)cn1)C(=O)OCc1ccccc1,CC(C)(C)OC(=O)NC(Cc1cn(C(c2ccccc2)(c2ccccc2)c2ccccc2)cn1)C(=O)O
Cc1nc(NC[C@H](NS(=O)(=O)c2cccc3ccccc23)C(=O)OC(C)(C)C)c2ccn(CCCC(=O)NC3=NCCCN3)c2n1,Cc1nc(NC[C@H](NS(=O)(=O)c2cccc3ccccc23)C(=O)O)c2ccn(CCCC(=O)NC3=NCCCN3)c2n1
CNC.O=C(O)Cc1ccc(Oc2ccc3c(c2)S(=O)(=O)NC2CCCN32)cc1,CN(C)C(=O)Cc1ccc(Oc2ccc3c(c2)S(=O)(=O)NC2CCCN32)cc1
CCCCOCCOc1ccc(-c2ccc3c(c2)C=C(C(=O)Nc2ccc(C(O)c4cc(C)cc[n+]4[O-])c(OC)c2)CCN3)cc1,CCCCOCCOc1ccc(-c2ccc3c(c2)C=C(C(=O)Nc2ccc(C(O)c4cc(C)cc[n+]4[O-])c(OC)c2)CCN3CC(C)C)cc1
CC(C)(C)OC(=O)CN1C(=O)C(=Cc2c[nH]c3ccccc23)c2nnc(-c3ccccc3)n2-c2ccccc21,CC(C)(C)OC(=O)CN1C(=O)C(Cc2c[nH]c3ccccc23)c2nnc(-c3ccccc3)n2-c2ccccc21
COc1cc2ncnc(Oc3cnc4[nH]ccc4c3)c2cc1OCc1ccccc1,COc1cc2ncnc(Oc3cnc4[nH]ccc4c3)c2cc1O
COc1ccc2c(C(=O)c3ccc(OCCN4CCCCC4)cc3)c(-c3ccccc3C3OCCO3)sc2c1,COc1ccc2c(C(=O)c3ccc(OCCN4CCCCC4)cc3)c(-c3ccccc3C=O)sc2c1
COc1cc2c(c3c1c(=O)c1c4ccccc4ccc1n3C)[C@@H](OC(C)=O)[C@@H](OC(=O)CNC(=O)OC(C)(C)C)C(C)(C)O2,COc1cc2c(c3c1c(=O)c1c4ccccc4ccc1n3C)[C@@H](OC(C)=O)[C@@H](OC(=O)CN)C(C)(C)O2
COC(=O)c1ccc(OCCNC(=O)c2cc3cc(OCCN4CCCC4)ccc3o2)cc1.NO,O=C(NO)c1ccc(OCCNC(=O)c2cc3cc(OCCN4CCCC4)ccc3o2)cc1
Cc1oc(-c2ccccc2)nc1CCOc1ccc(CCC(=O)OC(C)(C)C)c(COC(=O)NC2CCCCC2)c1,Cc1oc(-c2ccccc2)nc1CCOc1ccc(CCC(=O)O)c(COC(=O)NC2CCCCC2)c1
CC(C)(C)OC(=O)N1CC2CC(N3CCC(NC(=O)OCc4ccccc4)C3=O)C(CO)C2C1.c1ccc(SSc2ccccc2)cc1,CC(C)(C)OC(=O)N1CC2CC(N3CCC(NC(=O)OCc4ccccc4)C3=O)C(CSc3ccccc3)C2C1
COc1ccc(CN2C(=O)CN(Cc3ccc(C(=O)OCc4ccccc4)cc3)S2(=O)=O)c(OC)c1,COc1ccc(CN2C(=O)CN(Cc3ccc(C(=O)O)cc3)S2(=O)=O)c(OC)c1
CCOC(=O)CN(c1ccc(CC2NC(=O)c3ccccc3NC2=O)cc1OCc1ccccc1)S(=O)(=O)NC(=O)OC(C)(C)C,CCOC(=O)CN(c1ccc(CC2NC(=O)c3ccccc3NC2=O)cc1OCc1ccccc1)S(N)(=O)=O
CC(C)(C)OC(=O)Nc1cccnc1C=O,CC(C)(C)OC(=O)Nc1cccnc1CO
CCOC(=O)C(C)(CCCCC(=O)CCCCC(C)(C(=O)OCC)C(=O)OCC)C(=O)OCC,CCOC(=O)C(C)(CCCCC(=O)CCCCC(C)(C(=O)O)C(=O)OCC)C(=O)O
CCOC(=O)CCc1cc(C(=NO)c2ccc(OCC(C)C)cc2OCC(C)C)ccc1OCC(C)C,CCOC(=O)CCc1cc(C(N)c2ccc(OCC(C)C)cc2OCC(C)C)ccc1OCC(C)C
COc1ccc(Sc2ccc(CN3CCC(c4cc(NC(=O)OCc5ccccc5)ccc4C)CC3)cc2)cc1,COc1ccc(Sc2ccc(CN3CCC(c4cc(N)ccc4C)CC3)cc2)cc1
CCCCCCCCCCCCCCCc1cccc(OC)c1C(=O)OC,CCCCCCCCCCCCCCCc1cccc(OC)c1C(=O)O
CCN(CC)CCOc1ccc(Cn2c3ccc(OC)cc3c3oc4cc(OCc5ccccc5)ccc4c32)cc1,CCN(CC)CCOc1ccc(Cn2c3ccc(OC)cc3c3oc4cc(O)ccc4c32)cc1
CC(C)(C)OC(=O)N1CCN(Cc2cnc3sc(-c4ccccc4[N+](=O)[O-])nc3c2)CC1,CC(C)(C)OC(=O)N1CCN(Cc2cnc3sc(-c4ccccc4N)nc3c2)CC1
COc1cnc(-n2cc(C)nn2)c2[nH]cc(C(=O)C(=O)O)c12.Cc1cc(C(=C2CCN(C(=O)OC(C)(C)C)CC2)c2ccccc2)[nH]n1,COc1cnc(-n2cc(C)nn2)c2[nH]cc(C(=O)C(=O)N3CCC(=C(c4ccccc4)c4cc(C)n[nH]4)CC3)c12
CCc1cc(-c2ccc3oc(C(C)=CC(=O)O)cc3c2)c(OCOC)c(C(C)(C)C)c1,CCc1cc(-c2ccc3oc(C(C)=CC(=O)O)cc3c2)c(O)c(C(C)(C)C)c1
CC1(C)OCc2cc([C@@H]3CN(CCCCCCOCCOCc4cccc(NC(=O)Nc5ccc(-c6ccccc6)cc5)c4)C(=O)O3)ccc2O1,CC1(C)OCc2cc([C@@H](O)CNCCCCCCOCCOCc3cccc(NC(=O)Nc4ccc(-c5ccccc5)cc4)c3)ccc2O1
COc1cc(COc2nn(Cc3ccccc3)cc2CO)ccc1OCc1nc(-c2ccco2)oc1C,COc1cc(COc2nn(Cc3ccccc3)cc2C=O)ccc1OCc1nc(-c2ccco2)oc1C
COc1cc(OCc2nc(-c3ccco3)oc2C)ccc1COc1nn(Cc2ccccc2)cc1CO,COc1cc(OCc2nc(-c3ccco3)oc2C)ccc1COc1nn(Cc2ccccc2)cc1C=O
CCOC(=O)c1cn(-c2ccccc2)nc1OCc1oc2cc(OCc3nc(-c4ccccc4)oc3C)ccc2c1-c1ccccc1,Cc1oc(-c2ccccc2)nc1COc1ccc2c(-c3ccccc3)c(COc3nn(-c4ccccc4)cc3C(=O)O)oc2c1
Cc1oc(-c2ccccc2)nc1COc1ccc2c(-c3ccccc3)c(COc3nn(-c4ccccc4)cc3CO)oc2c1,Cc1oc(-c2ccccc2)nc1COc1ccc2c(-c3ccccc3)c(COc3nn(-c4ccccc4)cc3C=O)oc2c1
COc1cc(COc2nn(-c3ccccc3)cc2/C=C/CO)ccc1OCc1nc(-c2ccco2)oc1C,COc1cc(COc2nn(-c3ccccc3)cc2/C=C/C=O)ccc1OCc1nc(-c2ccco2)oc1C
CCc1nc(/C=C/c2cn(-c3ccccc3)nc2OCc2ccc(OCc3nc(-c4cccc(C(=O)OC)c4)oc3C)c(OC)c2)cs1,CCc1nc(/C=C/c2cn(-c3ccccc3)nc2OCc2ccc(OCc3nc(-c4cccc(C(=O)O)c4)oc3C)c(OC)c2)cs1
CCc1nc(/C=C/c2cn(-c3ccccc3)nc2OCc2ccc(OCc3nc(-c4cccc(C(=O)OC)c4)oc3C)c(OC)c2)cs1,CCc1nc(/C=C/c2cn(-c3ccccc3)nc2OCc2ccc(OCc3nc(-c4cccc(CO)c4)oc3C)c(OC)c2)cs1
CC(=O)OCCC(CCC1(CCN2CCC(N(C(=O)c3ccco3)c3ccc(C)cc3)CC2)CCCCC1)(COC(C)=O)COC(C)=O,Cc1ccc(N(C(=O)c2ccco2)C2CCN(CCC3(CCC(CO)(CO)CCO)CCCCC3)CC2)cc1
CC(C)(C)OC(=O)[C@@H]1CC[C@H](NC(=O)CNC(=O)c2ccc(OCc3ccccc3)c(C(C)(C)C)c2)[C@H](C(=O)O)C1,CC(C)(C)OC(=O)[C@@H]1CC[C@H](NC(=O)CNC(=O)c2ccc(O)c(C(C)(C)C)c2)[C@H](C(=O)O)C1
CC(C)Oc1cccc(C23CC(CC(N4C(=O)c5ccccc5C4=O)C2)N(C)CC3C)c1,CC(C)Oc1cccc(C23CC(CC(N4C(=O)c5ccccc5C4=O)C2)NCC3C)c1
CS(=O)(=O)O.CS(=O)(=O)c1ccc(-c2ccc3cc(O)ccc3c2Oc2ccc(OCCN3CCCCC3)cc2)cc1,CS(=O)(=O)Oc1ccc2c(Oc3ccc(OCCN4CCCCC4)cc3)c(-c3ccc(S(C)(=O)=O)cc3)ccc2c1
COC(=O)[C@@H](NS(=O)(=O)c1ccc(-c2ccc(NC(=O)c3oc4cccc(-c5ccccc5)c4c3C)cc2)cc1)C(C)C,Cc1c(C(=O)Nc2ccc(-c3ccc(S(=O)(=O)N[C@H](C(=O)O)C(C)C)cc3)cc2)oc2cccc(-c3ccccc3)c12
COc1ccc(C2CC3OC3CC2NC(=O)c2ccc(OCC3CC3)c(OCC3CC3)c2)cc1OC,COc1ccc(C2CCC(O)CC2NC(=O)c2ccc(OCC3CC3)c(OCC3CC3)c2)cc1OC
CC(C)CCn1nc(C(C)C)c(O)c(C2=NS(=O)(=O)c3cc([N+](=O)[O-])ccc3N2)c1=O,CC(C)CCn1nc(C(C)C)c(O)c(C2=NS(=O)(=O)c3cc(N)ccc3N2)c1=O
COc1ccc(Oc2ccc3c(c2)CC(c2ccccc2)C3)c([N+](=O)[O-])c1,COc1ccc(Oc2ccc3c(c2)CC(c2ccccc2)C3)c(N)c1
COc1ccc(CC(O)COS(=O)(=O)c2ccc(C)cc2)c(OCc2ccccc2)c1,COc1ccc(CC(O)COS(=O)(=O)c2ccc(C)cc2)c(O)c1
CCCn1c(-c2ccnc(Nc3ccccc3)n2)cnc1CC(O)C(C)(C)C,CCCn1c(-c2ccnc(Nc3ccccc3)n2)cnc1C=CC(C)(C)C
CC/C(=C(\c1ccc(/C=C/C(=O)OC(C)(C)C)cc1)c1ccc(OC(=O)c2ccccc2)cc1)c1ccccc1,CC/C(=C(\c1ccc(/C=C/C(=O)O)cc1)c1ccc(OC(=O)c2ccccc2)cc1)c1ccccc1
CC(C)(C)OC(=O)NC(Cc1ccc(Oc2ccc(C(=O)NOCc3ccccc3)cc2)cc1)C(=O)OCc1ccccc1,CC(C)(C)OC(=O)NC(Cc1ccc(Oc2ccc(C(=O)NO)cc2)cc1)C(=O)O
Cc1cc(C[C@@H](OC(=O)N2CCC(N3CCc4ccccc4NC3=O)CC2)C(=O)N2CCN(C3CCN(Cc4ccccc4)CC3)CC2)cc(C)c1O,Cc1cc(C[C@@H](OC(=O)N2CCC(N3CCc4ccccc4NC3=O)CC2)C(=O)N2CCN(C3CCNCC3)CC2)cc(C)c1O
O=C1OC2(CCCCC2)CN1Cc1ccc(C2=CCCCC2)cc1,O=C1OC2(CCCCC2)CN1Cc1ccc(C2CCCCC2)cc1
COC(=O)c1ccc(NCCCN(C)CCc2ccccn2)c([N+](=O)[O-])c1,COC(=O)c1ccc(NCCCN(C)CCc2ccccn2)c(N)c1
CC(C)(C)c1ccc([N+](=O)[O-])cc1C#N,CC(C)(C)c1ccc([N+](=O)[O-])cc1CN
